va,vb,ca,cb,n
5,13,1,0,22
5,13,0,1,2
6,13,0,3,2
6,13,1,0,12
6,13,1,3,162
6,13,2,0,163
6,13,0,0,148
6,13,2,1,12
6,13,0,2,7
6,13,0,1,176
6,13,3,1,13
6,13,3,2,14
6,13,3,3,139
6,13,2,3,2
6,13,1,2,166
6,13,1,1,2
6,13,2,2,6
7,13,2,3,5
7,13,1,1,13
7,13,1,0,1
7,13,3,3,3
7,13,0,2,9
7,13,1,2,26
7,13,0,1,21
7,13,3,0,9
7,13,3,2,158
7,13,2,0,4
7,13,0,0,309
7,13,2,1,169
7,13,1,3,297
8,13,3,3,1
8,13,0,0,2
8,13,0,3,32
8,13,2,3,270
8,13,1,2,1
8,13,1,1,81
8,13,3,0,291
8,13,3,1,113
8,13,3,2,12
8,13,2,0,8
8,13,2,2,102
8,13,0,2,78
8,13,2,1,7
8,13,1,3,2
8,13,1,0,22
8,13,0,1,2
9,13,1,0,2
9,13,2,3,2
9,13,0,3,3
9,13,1,3,84
9,13,3,3,216
9,13,2,0,230
9,13,0,0,78
9,13,3,2,134
9,13,3,0,13
9,13,3,1,7
9,13,0,1,39
9,13,2,1,155
9,13,0,2,4
9,13,2,2,6
9,13,1,2,49
9,13,1,1,2
10,13,3,3,1
10,13,0,0,2
10,13,0,3,32
10,13,2,3,270
10,13,1,2,1
10,13,1,1,81
10,13,3,0,291
10,13,3,1,113
10,13,3,2,12
10,13,2,0,8
10,13,2,2,102
10,13,0,2,78
10,13,2,1,7
10,13,1,3,2
10,13,1,0,22
10,13,0,1,2
11,13,1,3,272
11,13,0,0,280
11,13,2,0,36
11,13,3,2,89
11,13,3,1,4
11,13,3,0,3
11,13,0,1,94
11,13,3,3,32
11,13,1,0,4
11,13,2,1,92
11,13,0,2,10
11,13,1,2,94
11,13,1,1,13
11,13,2,3,1
12,13,1,3,1
12,13,2,1,65
12,13,3,2,57
12,13,3,0,9
12,13,3,1,15
12,13,0,1,123
12,13,2,2,18
12,13,0,0,2
12,13,2,0,311
12,13,1,0,1
12,13,3,3,299
12,13,1,2,118
12,13,0,3,5
